年月,隧道和大桥类别,行驶方向,日期,星期,时段,时刻,私家车的士电单车,单层巴士小巴5.5公吨及以下货车,双层巴士及5.5公吨以上货车,车流量
201701,TCT,SB,2017/1/4,3,7 AM,07,2432,310,261,3003
201701,TKOT,WB,2017/1/10,2,7 AM,07,2455,639,214,3308
201702,EHC,NB,2017/2/17,5,6 PM,18,2566,388,165,3119
201702,ABT,SB,2017/2/17,5,7 AM,07,1538,392,443,2373
201702,LRT,NB,2017/2/23,4,5 PM,17,1702,945,323,2970
201702,ABT,NB,2017/2/13,1,7 AM,07,1555,341,374,2270
201702,TCT,NB,2017/2/27,1,6 PM,18,2273,362,239,2874
201702,LTL,EB,2017/2/27,1,6 PM,18,2979,581,463,4023
201702,KTT,WB,2017/2/11,6,9 AM,09,,,,2504
201702,KTT,EB,2017/2/13,1,9 AM,09,,,,1805
201702,WHC,SB,2017/2/24,5,8 AM,08,2915,617,453,3985
201702,TKOT,WB,2017/2/14,2,7 AM,07,2577,536,216,3329
201702,SMT,WB,2017/2/28,2,6 PM,18,1643,375,266,2284
201702,SMT,EB,2017/2/15,3,8 AM,08,1476,439,263,2178
201702,LTL,WB,,,N.A.,N.A.,,,,
201702,EHC,SB,2017/2/10,5,9 AM,09,2159,723,287,3169
201702,CHT,SB,2017/2/23,4,3 PM,15,1804,1107,396,3307
201702,TSCA,NB,2017/2/14,2,6 PM,18,2647,383,214,3244
201702,TSCA,SB,2017/2/14,2,8 AM,08,3232,478,367,4077
201702,CHT,NB,2017/2/23,4,3 PM,15,1765,1131,408,3304
201702,TLT,SB,2017/2/28,2,8 AM,08,2217,694,1058,3969
201702,TCT,SB,2017/2/27,1,7 AM,07,2504,297,266,3067
201702,TLT,NB,2017/2/17,5,7 PM,19,1957,475,491,2923
201702,LRT,SB,2017/2/7,2,7 AM,07,2436,362,350,3148
201702,WHC,NB,2017/2/24,5,6 PM,18,3055,575,219,3849
201702,TKOT,EB,2017/2/14,2,7 PM,19,3006,361,120,3487
201703,ABT,SB,2017/3/1,3,7 AM,07,1712,247,381,2340
201703,EHC,NB,2017/3/1,3,6 PM,18,2530,414,188,3132
201703,ABT,NB,2017/3/27,1,7 AM,07,1578,299,380,2257
201703,CHT,SB,2017/3/29,3,7 AM,07,2097,689,325,3111
201703,TCT,NB,2017/3/28,2,6 PM,18,2269,358,262,2889
201703,TSCA,SB,2017/3/21,2,8 AM,08,3085,560,401,4046
201703,TSCA,NB,2017/3/1,3,6 PM,18,2794,400,242,3436
201703,CHT,NB,2017/3/16,4,10 PM,22,2527,310,176,3013
201703,TLT,NB,2017/3/8,3,6 PM,18,1704,519,578,2801
201703,KTT,WB,2017/3/25,6,9 AM,09,,,,2507
201703,SMT,WB,2017/3/7,2,8 AM,08,1507,416,310,2233
201703,WHC,SB,2017/3/6,1,8 AM,08,3040,619,458,4117
201703,KTT,EB,2017/3/17,5,4 PM,16,,,,1840
201703,EHC,SB,2017/3/23,4,9 AM,09,2128,754,312,3194
201703,LTL,WB,,,N.A.,N.A.,,,,
201703,LRT,NB,2017/3/7,2,6 PM,18,2014,698,272,2984
201703,TLT,SB,2017/3/10,5,8 AM,08,2382,814,1094,4290
201703,SMT,EB,2017/3/7,2,8 AM,08,1289,570,348,2207
201703,WHC,NB,2017/3/24,5,6 PM,18,3132,618,217,3967
201703,LRT,SB,2017/3/29,3,7 AM,07,2358,425,352,3135
201703,TKOT,WB,2017/3/16,4,7 AM,07,2398,667,226,3291
201703,LTL,EB,2017/3/3,5,6 PM,18,3188,587,428,4203
201703,TCT,SB,2017/3/29,3,7 AM,07,2484,289,277,3050
201703,TKOT,EB,2017/3/27,1,6 PM,18,2787,446,217,3450
201704,CHT,NB,2017/4/27,4,10 PM,22,2495,326,166,2987
201704,CHT,SB,2017/4/14,5,10 AM,10,1966,869,259,3094
201704,EHC,NB,2017/4/28,5,6 PM,18,2434,470,178,3082
201704,EHC,SB,2017/4/28,5,9 AM,09,2198,701,274,3173
201704,WHC,NB,2017/4/28,5,6 PM,18,2960,637,253,3850
201704,WHC,SB,2017/4/7,5,8 AM,08,2836,649,474,3959
201704,LRT,NB,2017/4/7,5,5 PM,17,2123,530,328,2981
201704,LRT,SB,2017/4/3,1,7 AM,07,2310,466,359,3135
201704,ABT,NB,2017/4/7,5,7 AM,07,1319,552,371,2242
201704,ABT,SB,2017/4/7,5,7 AM,07,1500,424,398,2322
201704,SMT,EB,2017/4/7,5,8 AM,08,1417,412,294,2123
201704,SMT,WB,2017/4/28,5,8 AM,08,1554,438,296,2288
201704,TKOT,EB,2017/4/3,1,6 PM,18,2790,467,200,3457
201704,TKOT,WB,2017/4/28,5,7 AM,07,2410,665,196,3271
201704,TCT,NB,2017/4/7,5,6 PM,18,2193,393,282,2868
201704,TCT,SB,2017/4/5,3,7 AM,07,2438,285,281,3004
201704,KTT,EB,2017/4/11,2,9 AM,09,,,,1809
201704,KTT,WB,2017/4/22,6,9 AM,09,,,,2409
201704,TLT,NB,2017/4/18,2,6 PM,18,1777,539,638,2954
201704,TLT,SB,2017/4/3,1,8 AM,08,2421,744,904,4069
201704,LTL,EB,2017/4/18,2,6 PM,18,3396,702,400,4498
201704,LTL,WB,,,N.A.,N.A.,,,,
201704,TSCA,NB,2017/4/25,2,6 PM,18,2581,390,270,3241
201704,TSCA,SB,2017/4/28,5,8 AM,08,3044,506,401,3951
201705,LRT,NB,2017/5/16,2,6 PM,18,2179,525,255,2959
201705,LRT,SB,2017/5/10,3,7 AM,07,2448,334,346,3128
201705,WHC,NB,2017/5/12,5,6 PM,18,2981,619,242,3842
201705,EHC,SB,2017/5/26,5,10 AM,10,2091,748,290,3129
201705,EHC,NB,2017/5/25,4,6 PM,18,2496,451,162,3109
201705,CHT,SB,2017/5/18,4,11 AM,11,1642,1250,345,3237
201705,CHT,NB,2017/5/2,2,2 PM,14,1714,965,388,3067
201705,TSCA,SB,2017/5/16,2,8 AM,08,3252,571,400,4223
201705,TSCA,NB,2017/5/18,4,6 PM,18,2837,449,261,3547
201705,LTL,WB,,,N.A.,N.A.,,,,
201705,LTL,EB,2017/5/26,5,6 PM,18,2869,549,416,3834
201705,TLT,SB,2017/5/4,4,8 AM,08,2087,710,1077,3874
201705,TLT,NB,2017/5/8,1,6 PM,18,1689,528,543,2760
201705,KTT,WB,2017/5/13,6,9 AM,09,,,,2498
201705,KTT,EB,2017/5/15,1,9 AM,09,,,,1834
201705,TCT,SB,2017/5/10,3,7 AM,07,2442,302,278,3022
201705,TCT,NB,2017/5/23,2,6 PM,18,2266,366,259,2891
201705,TKOT,WB,2017/5/12,5,7 AM,07,2453,597,186,3236
201705,TKOT,EB,2017/5/9,2,6 PM,18,2695,505,244,3444
201705,SMT,WB,2017/5/23,2,8 AM,08,1433,410,286,2129
201705,SMT,EB,2017/5/8,1,8 AM,08,1535,431,280,2246
201705,ABT,SB,2017/5/18,4,7 AM,07,1693,259,367,2319
201705,ABT,NB,2017/5/31,3,7 AM,07,1601,273,361,2235
201705,WHC,SB,2017/5/8,1,8 AM,08,2876,662,430,3968
201706,LRT,NB,2017/6/7,3,6 PM,18,2315,333,286,2934
201706,WHC,SB,2017/6/5,1,8 AM,08,2885,617,438,3940
201706,WHC,NB,2017/6/23,5,6 PM,18,3023,631,250,3904
201706,EHC,SB,2017/6/8,4,6 PM,18,2674,292,135,3101
201706,EHC,NB,2017/6/8,4,6 PM,18,2505,418,201,3124
201706,CHT,SB,2017/6/9,5,1 PM,13,1615,1077,391,3083
201706,CHT,NB,2017/6/9,5,1 PM,13,1691,1030,348,3069
201706,TSCA,SB,2017/6/12,1,8 AM,08,3127,467,361,3955
201706,TSCA,NB,2017/6/19,1,6 PM,18,2547,422,264,3233
201706,LTL,WB,,,N.A.,N.A.,,,,
201706,LTL,EB,2017/6/16,5,6 PM,18,2852,653,430,3935
201706,TLT,SB,2017/6/8,4,8 AM,08,2170,819,1069,4058
201706,TLT,NB,2017/6/12,1,6 PM,18,2370,646,417,3433
201706,KTT,WB,2017/6/7,3,8 AM,08,,,,2261
201706,KTT,EB,2017/6/19,1,4 PM,16,,,,1843
201706,TCT,SB,2017/6/7,3,7 AM,07,2460,273,260,2993
201706,TCT,NB,2017/6/1,4,6 PM,18,2237,343,256,2836
201706,TKOT,WB,2017/6/8,4,7 AM,07,2554,493,200,3247
201706,TKOT,EB,2017/6/1,4,6 PM,18,2687,498,217,3402
201706,SMT,WB,2017/6/2,5,8 AM,08,1564,437,279,2280
201706,SMT,EB,2017/6/12,1,4 PM,16,1501,465,272,2238
201706,LRT,SB,2017/6/9,5,6 PM,18,2588,278,235,3101
201706,ABT,NB,2017/6/1,4,7 AM,07,1481,402,336,2219
201706,ABT,SB,2017/6/7,3,7 AM,07,1585,383,332,2300
201707,CHT,NB,2017/7/10,1,3 PM,15,1580,1064,404,3048
201707,CHT,SB,2017/7/12,3,9 AM,09,1547,1080,416,3043
201707,EHC,NB,2017/7/14,5,6 PM,18,2465,448,211,3124
201707,EHC,SB,2017/7/12,3,9 AM,09,2677,312,126,3115
201707,WHC,NB,2017/7/5,3,6 PM,18,2767,601,225,3593
201707,WHC,SB,2017/7/10,1,8 AM,08,2781,655,458,3894
201707,LRT,NB,2017/7/10,1,6 PM,18,2265,410,260,2935
201707,LRT,SB,2017/7/14,5,6 PM,18,2403,367,259,3029
201707,ABT,NB,2017/7/28,5,10 AM,10,1277,359,292,1928
201707,ABT,SB,2017/7/10,1,10 AM,10,1152,466,376,1994
201707,SMT,EB,2017/7/13,4,8 AM,08,1413,461,278,2152
201707,SMT,WB,2017/7/20,4,8 AM,08,1469,431,295,2195
201707,TKOT,EB,2017/7/3,1,6 PM,18,2637,541,242,3420
201707,TKOT,WB,2017/7/31,1,8 AM,08,2326,513,281,3120
201707,TCT,NB,2017/7/3,1,6 PM,18,2124,368,285,2777
201707,TCT,SB,2017/7/5,3,7 AM,07,2267,313,302,2882
201707,KTT,EB,2017/7/3,1,9 AM,09,,,,1789
201707,KTT,WB,2017/7/22,6,9 AM,09,,,,2426
201707,TLT,NB,2017/7/5,3,6 PM,18,1747,558,630,2935
201707,TLT,SB,2017/7/3,1,8 AM,08,2209,721,910,3840
201707,LTL,EB,2017/7/28,5,6 PM,18,2988,602,453,4043
201707,LTL,WB,,,N.A.,N.A.,,,,
201707,TSCA,NB,2017/7/5,3,6 PM,18,2497,476,265,3238
201707,TSCA,SB,2017/7/5,3,8 AM,08,2906,520,415,3841
201708,CHT,NB,2017/8/14,1,3 PM,15,1583,1052,407,3042
201708,CHT,SB,2017/8/14,1,3 PM,15,1945,970,314,3229
201708,TSCA,SB,2017/8/24,4,8 AM,08,3053,478,377,3908
201708,TSCA,NB,2017/8/22,2,6 PM,18,2645,456,289,3390
201708,LTL,WB,2017/8/29,2,7 AM,07,2641,566,433,3640
201708,LTL,EB,2017/8/14,1,6 PM,18,2937,622,431,3990
201708,TLT,SB,2017/8/25,5,8 AM,08,2310,776,1088,4174
201708,TLT,NB,2017/8/18,5,7 PM,19,2042,515,592,3149
201708,KTT,WB,2017/8/19,6,9 AM,09,,,,2416
201708,KTT,EB,2017/8/18,5,4 PM,16,,,,1833
201708,TCT,SB,2017/8/18,5,9 AM,09,1861,492,408,2761
201708,TCT,NB,2017/8/24,4,6 PM,18,2138,385,280,2803
201708,TKOT,WB,2017/8/22,2,8 AM,08,2266,615,280,3161
201708,TKOT,EB,2017/8/22,2,6 PM,18,2688,505,244,3437
201708,SMT,WB,2017/8/24,4,8 AM,08,1579,433,247,2259
201708,SMT,EB,2017/8/22,2,8 AM,08,1428,434,280,2142
201708,ABT,SB,2017/8/29,2,7 AM,07,1525,244,334,2103
201708,ABT,NB,2017/8/30,3,7 AM,07,1402,359,311,2072
201708,LRT,SB,2017/8/11,5,6 PM,18,2337,473,257,3067
201708,LRT,NB,2017/8/16,3,6 PM,18,2240,431,284,2955
201708,WHC,SB,2017/8/25,5,8 AM,08,2794,621,503,3918
201708,WHC,NB,2017/8/18,5,6 PM,18,3046,652,235,3933
201708,EHC,SB,2017/8/4,5,10 AM,10,2076,778,258,3112
201708,EHC,NB,2017/8/30,3,6 PM,18,2447,400,205,3052
201709,CHT,NB,2017/9/13,3,11 PM,23,2497,247,202,2946
201709,TSCA,SB,2017/9/15,5,8 AM,08,3108,518,397,4023
201709,LTL,WB,2017/9/18,1,7 AM,07,3108,557,492,4157
201709,LTL,EB,2017/9/15,5,6 PM,18,3215,625,426,4266
201709,TLT,SB,2017/9/12,2,8 AM,08,2252,842,1136,4230
201709,TLT,NB,2017/9/11,1,6 PM,18,1797,609,618,3024
201709,KTT,WB,2017/9/16,6,9 AM,09,,,,2456
201709,KTT,EB,2017/9/28,4,9 AM,09,,,,1841
201709,TCT,SB,2017/9/6,3,7 AM,07,2496,272,258,3026
201709,TCT,NB,2017/9/15,5,6 PM,18,2127,386,278,2791
201709,TKOT,WB,2017/9/7,4,7 AM,07,2515,529,202,3246
201709,TKOT,EB,2017/9/12,2,6 PM,18,2688,508,252,3448
201709,SMT,WB,2017/9/29,5,6 PM,18,1509,479,237,2225
201709,SMT,EB,2017/9/8,5,8 AM,08,1470,497,284,2251
201709,ABT,SB,2017/9/19,2,7 AM,07,1712,316,324,2352
201709,ABT,NB,2017/9/1,5,7 AM,07,1595,328,351,2274
201709,LRT,SB,2017/9/12,2,7 AM,07,2368,382,292,3042
201709,LRT,NB,2017/9/12,2,5 PM,17,2106,476,386,2968
201709,WHC,SB,2017/9/18,1,8 AM,08,2862,640,449,3951
201709,WHC,NB,2017/9/8,5,6 PM,18,3242,735,219,4196
201709,EHC,SB,2017/9/1,5,9 AM,09,2151,730,281,3162
201709,EHC,NB,2017/9/26,2,6 PM,18,2407,487,193,3087
201709,CHT,SB,2017/9/2,6,8 AM,08,1838,797,475,3110
201709,TSCA,NB,2017/9/18,1,6 PM,18,2667,449,319,3435
201710,SMT,EB,2017/10/10,2,8 AM,08,1449,481,269,2199
201710,SMT,WB,2017/10/4,3,5 PM,17,1414,457,461,2332
201710,TKOT,EB,2017/10/23,1,6 PM,18,2840,417,191,3448
201710,TKOT,WB,2017/10/30,1,7 AM,07,2454,609,202,3265
201710,TCT,NB,2017/10/10,2,6 PM,18,2205,353,275,2833
201710,TCT,SB,2017/10/26,4,7 AM,07,2469,304,259,3032
201710,KTT,EB,2017/10/20,5,4 PM,16,,,,1837
201710,KTT,WB,2017/10/7,6,9 AM,09,,,,2507
201710,TLT,NB,2017/10/4,3,6 PM,18,2586,469,295,3350
201710,TLT,SB,2017/10/16,1,8 AM,08,2278,708,901,3887
201710,LTL,EB,2017/10/19,4,6 PM,18,3067,736,424,4227
201710,LTL,WB,2017/10/23,1,7 AM,07,3069,602,466,4137
201710,TSCA,NB,2017/10/25,3,6 PM,18,2727,462,293,3482
201710,TSCA,SB,2017/10/17,2,8 AM,08,3061,529,374,3964
201710,CHT,NB,2017/10/12,4,3 PM,15,1600,1103,432,3135
201710,CHT,SB,2017/10/17,2,8 AM,08,1951,799,486,3236
201710,EHC,NB,2017/10/31,2,5 PM,17,2262,615,228,3105
201710,EHC,SB,2017/10/4,3,5 PM,17,2693,307,131,3131
201710,WHC,NB,2017/10/20,5,6 PM,18,3266,672,263,4201
201710,WHC,SB,2017/10/20,5,8 AM,08,2839,665,506,4010
201710,LRT,NB,2017/10/30,1,6 PM,18,2287,381,268,2936
201710,LRT,SB,2017/10/13,5,6 PM,18,2567,302,216,3085
201710,ABT,NB,2017/10/30,1,7 AM,07,1643,291,320,2254
201710,ABT,SB,2017/10/30,1,7 AM,07,1802,229,365,2396
201711,EHC,SB,2017/11/2,4,7 AM,07,2669,294,171,3134
201711,WHC,NB,2017/11/17,5,6 PM,18,3305,705,255,4265
201711,CHT,SB,2017/11/6,1,3 PM,15,1857,1138,411,3406
201711,CHT,NB,2017/11/6,1,3 PM,15,1628,1049,407,3084
201711,TSCA,SB,2017/11/13,1,8 AM,08,3266,559,384,4209
201711,TSCA,NB,2017/11/1,3,6 PM,18,2745,421,271,3437
201711,LTL,WB,2017/11/27,1,7 AM,07,3117,616,475,4208
201711,LTL,EB,2017/11/17,5,6 PM,18,3064,632,489,4185
201711,TLT,SB,2017/11/7,2,8 AM,08,2183,744,1064,3991
201711,TLT,NB,2017/11/3,5,7 PM,19,2264,615,646,3525
201711,KTT,WB,2017/11/29,3,9 AM,09,,,,2285
201711,KTT,EB,2017/11/27,1,9 AM,09,,,,1840
201711,TCT,SB,2017/11/15,3,7 AM,07,2487,302,262,3051
201711,TCT,NB,2017/11/1,3,6 PM,18,2209,328,250,2787
201711,TKOT,WB,2017/11/8,3,7 AM,07,2533,549,202,3284
201711,TKOT,EB,2017/11/21,2,6 PM,18,2750,474,228,3452
201711,SMT,WB,2017/11/13,1,8 AM,08,1558,439,285,2282
201711,SMT,EB,2017/11/3,5,8 AM,08,1499,447,287,2233
201711,ABT,SB,2017/11/15,3,7 AM,07,1683,327,367,2377
201711,ABT,NB,2017/11/6,1,7 AM,07,1608,316,321,2245
201711,LRT,SB,2017/11/24,5,7 AM,07,2382,379,363,3124
201711,LRT,NB,2017/11/14,2,5 PM,17,2061,552,368,2981
201711,WHC,SB,2017/11/27,1,8 AM,08,2979,648,490,4117
201711,EHC,NB,2017/11/3,5,6 PM,18,2467,440,198,3105
201712,EHC,SB,2017/12/13,3,9 AM,09,2200,698,306,3204
201712,EHC,NB,2017/12/15,5,5 PM,17,2238,638,249,3125
201712,CHT,SB,2017/12/6,3,8 AM,08,1867,751,412,3030
201712,CHT,NB,2017/12/1,5,11 PM,23,2438,301,198,2937
201712,TSCA,SB,2017/12/13,3,8 AM,08,3176,571,468,4215
201712,TSCA,NB,2017/12/21,4,6 PM,18,2515,516,300,3331
201712,LTL,WB,2017/12/2,6,7 AM,07,3137,673,540,4350
201712,LTL,EB,2017/12/6,3,6 PM,18,3057,710,531,4298
201712,TLT,SB,2017/12/22,5,8 AM,08,2192,677,1146,4015
201712,TLT,NB,2017/12/22,5,5 PM,17,2462,614,729,3805
201712,KTT,WB,2017/12/2,6,9 AM,09,,,,2434
201712,KTT,EB,2017/12/7,4,9 AM,09,,,,1803
201712,TCT,SB,2017/12/6,3,7 AM,07,2509,286,275,3070
201712,TCT,NB,2017/12/22,5,4 PM,16,2065,468,294,2827
201712,TKOT,WB,2017/12/11,1,7 AM,07,2546,534,196,3276
201712,TKOT,EB,2017/12/22,5,5 PM,17,2751,485,199,3435
201712,SMT,WB,2017/12/14,4,8 AM,08,1487,437,331,2255
201712,SMT,EB,2017/12/1,5,8 AM,08,1387,568,274,2229
201712,ABT,SB,2017/12/6,3,7 AM,07,1742,309,364,2415
201712,ABT,NB,2017/12/5,2,7 AM,07,1620,315,326,2261
201712,LRT,SB,2017/12/15,5,7 AM,07,2325,481,346,3152
201712,WHC,NB,2017/12/15,5,6 PM,18,3272,696,262,4230
201712,WHC,SB,2017/12/8,5,8 AM,08,2899,671,483,4053
201712,LRT,NB,2017/12/22,5,5 PM,17,2380,401,258,3039
201801,LRT,SB,2018/1/15,1,7 AM,07,2302,524,330,3156
201801,ABT,NB,2018/1/17,3,7 AM,07,1566,314,340,2220
201801,WHC,SB,2018/1/29,1,8 AM,08,2966,652,471,4089
201801,WHC,NB,2018/1/19,5,6 PM,18,3165,603,248,4016
201801,EHC,SB,2018/1/29,1,9 AM,09,2108,750,272,3130
201801,EHC,NB,2018/1/25,4,6 PM,18,2496,412,196,3104
201801,CHT,SB,2018/1/28,7,9 AM,09,2219,635,246,3100
201801,CHT,NB,2018/1/10,3,11 AM,11,1444,1121,456,3021
201801,TSCA,SB,2018/1/10,3,8 AM,08,3220,541,407,4168
201801,TSCA,NB,2018/1/24,3,6 PM,18,2816,467,254,3537
201801,LTL,WB,2018/1/15,1,7 AM,07,3146,606,473,4225
201801,LTL,EB,2018/1/31,3,5 PM,17,3106,809,775,4690
201801,TLT,SB,2018/1/16,2,8 AM,08,2395,927,1066,4388
201801,TLT,NB,2018/1/16,2,7 PM,19,1851,465,557,2873
201801,KTT,WB,2018/1/6,6,9 AM,09,,,,2473
201801,KTT,EB,2018/1/8,1,9 AM,09,,,,1824
201801,TCT,SB,2018/1/23,2,7 AM,07,2495,279,267,3041
201801,TCT,NB,2018/1/11,4,5 PM,17,1980,569,341,2890
201801,TKOT,WB,2018/1/17,3,7 AM,07,2609,489,192,3290
201801,TKOT,EB,2018/1/15,1,6 PM,18,2804,491,200,3495
201801,SMT,WB,2018/1/17,3,8 AM,08,1571,411,281,2263
201801,SMT,EB,2018/1/22,1,8 AM,08,1455,444,273,2172
201801,ABT,SB,2018/1/10,3,7 AM,07,1473,549,366,2388
201801,LRT,NB,2018/1/22,1,5 PM,17,2185,470,333,2988
201802,LRT,SB,2018/2/6,2,7 AM,07,2389,397,348,3134
201802,LRT,NB,2018/2/5,1,5 PM,17,2144,530,322,2996
201802,WHC,SB,2018/2/26,1,8 AM,08,2963,591,480,4034
201802,WHC,NB,2018/2/2,5,6 PM,18,3147,664,265,4076
201802,EHC,SB,2018/2/2,5,9 AM,09,2154,710,277,3141
201802,EHC,NB,2018/2/8,4,5 PM,17,2249,619,249,3117
201802,CHT,SB,2018/2/6,2,10 PM,22,2526,292,213,3031
201802,CHT,NB,2018/2/9,5,3 PM,15,1665,895,351,2911
201802,TSCA,SB,2018/2/1,4,8 AM,08,3222,520,436,4178
201802,TSCA,NB,2018/2/5,1,6 PM,18,2557,435,302,3294
201802,LTL,WB,2018/2/27,2,8 AM,08,2912,638,521,4071
201802,LTL,EB,2018/2/27,2,6 PM,18,2988,590,382,3960
201802,TLT,SB,2018/2/9,5,8 AM,08,2293,705,1004,4002
201802,TLT,NB,2018/2/9,5,6 PM,18,1882,555,646,3083
201802,KTT,WB,2018/2/10,6,9 AM,09,,,,2470
201802,KTT,EB,2018/2/8,4,9 AM,09,,,,1811
201802,TCT,SB,2018/2/6,2,7 AM,07,2451,267,280,2998
201802,TCT,NB,2018/2/28,3,6 PM,18,2296,311,225,2832
201802,TKOT,WB,2018/2/6,2,7 AM,07,2609,476,200,3285
201802,TKOT,EB,2018/2/26,1,6 PM,18,2845,426,154,3425
201802,SMT,WB,2018/2/1,4,8 AM,08,1548,411,279,2238
201802,ABT,NB,2018/2/5,1,7 AM,07,1599,285,340,2224
201802,ABT,SB,2018/2/27,2,7 AM,07,1780,267,341,2388
201802,SMT,EB,2018/2/7,3,8 AM,08,1430,496,272,2198
201803,TKOT,EB,2018/3/26,1,6 PM,18,2827,427,193,3447
201803,TKOT,WB,2018/3/13,2,7 AM,07,2627,455,197,3279
201803,TCT,NB,2018/3/15,4,6 PM,18,2181,320,280,2781
201803,TCT,SB,2018/3/19,1,7 AM,07,2487,290,254,3031
201803,KTT,EB,2018/3/6,2,4 PM,16,,,,1807
201803,KTT,WB,2018/3/30,5,8 AM,08,,,,2219
201803,TLT,NB,2018/3/16,5,7 PM,19,2023,461,517,3001
201803,TLT,SB,2018/3/23,5,8 AM,08,2269,743,1018,4030
201803,LTL,EB,2018/3/10,6,6 PM,18,3100,680,535,4315
201803,LTL,WB,2018/3/26,1,7 AM,07,3422,578,511,4511
201803,TSCA,NB,2018/3/19,1,6 PM,18,2612,464,253,3329
201803,TSCA,SB,2018/3/5,1,8 AM,08,3177,527,391,4095
201803,CHT,NB,2018/3/8,4,11 PM,23,2518,262,186,2966
201803,CHT,SB,2018/3/13,2,8 AM,08,1916,711,420,3047
201803,EHC,NB,2018/3/20,2,5 PM,17,2281,596,209,3086
201803,EHC,SB,2018/3/19,1,10 AM,10,2127,747,294,3168
201803,WHC,NB,2018/3/23,5,6 PM,18,3168,612,233,4013
201803,WHC,SB,2018/3/28,3,8 AM,08,2874,674,497,4045
201803,LRT,NB,2018/3/15,4,6 PM,18,2322,391,251,2964
201803,LRT,SB,2018/3/22,4,7 AM,07,2408,433,318,3159
201803,ABT,NB,2018/3/23,5,7 AM,07,1541,329,337,2207
201803,ABT,SB,2018/3/2,5,7 AM,07,1790,320,339,2449
201803,SMT,EB,2018/3/22,4,8 AM,08,1533,408,321,2262
201803,SMT,WB,2018/3/2,5,8 AM,08,1554,369,311,2234
201804,CHT,NB,2018/4/26,4,11 AM,11,1475,1049,503,3027
201804,CHT,SB,2018/4/8,7,9 AM,09,2226,596,198,3020
201804,EHC,NB,2018/4/12,4,6 PM,18,2490,426,196,3112
201804,EHC,SB,2018/4/18,3,6 PM,18,2728,269,145,3142
201804,WHC,NB,2018/4/27,5,6 PM,18,3096,590,231,3917
201804,WHC,SB,2018/4/16,1,8 AM,08,2959,611,438,4008
201804,LRT,NB,2018/4/18,3,5 PM,17,1969,666,333,2968
201804,LRT,SB,2018/4/12,4,7 AM,07,2416,384,343,3143
201804,ABT,NB,2018/4/13,5,7 AM,07,1547,355,331,2233
201804,ABT,SB,2018/4/27,5,7 AM,07,1742,264,367,2373
201804,SMT,EB,2018/4/11,3,8 AM,08,1436,519,285,2240
201804,SMT,WB,2018/4/11,3,8 AM,08,1594,401,312,2307
201804,TKOT,EB,2018/4/23,1,6 PM,18,2812,453,205,3470
201804,TKOT,WB,2018/4/26,4,7 AM,07,2584,446,226,3256
201804,TCT,NB,2018/4/17,2,6 PM,18,2203,319,264,2786
201804,TCT,SB,2018/4/17,2,7 AM,07,2446,281,275,3002
201804,KTT,EB,2018/4/23,1,9 AM,09,,,,1778
201804,KTT,WB,2018/4/4,3,9 AM,09,,,,2469
201804,TLT,NB,2018/4/13,5,6 PM,18,1791,526,613,2930
201804,TLT,SB,2018/4/16,1,8 AM,08,2343,739,900,3982
201804,LTL,EB,2018/4/13,5,6 PM,18,3174,709,448,4331
201804,LTL,WB,2018/4/9,1,7 AM,07,3228,574,527,4329
201804,TSCA,NB,2018/4/23,1,6 PM,18,2597,469,286,3352
201804,TSCA,SB,2018/4/16,1,8 AM,08,3243,499,394,4136
201805,CHT,NB,2018/5/24,4,10 PM,22,2453,309,170,2932
201805,CHT,SB,2018/5/19,6,8 AM,08,1621,703,431,2755
201805,EHC,NB,2018/5/29,2,6 PM,18,2470,422,212,3104
201805,EHC,SB,2018/5/23,3,9 AM,09,2080,710,267,3057
201805,WHC,NB,2018/5/11,5,6 PM,18,3095,630,262,3987
201805,WHC,SB,2018/5/18,5,8 AM,08,2869,641,485,3995
201805,LRT,NB,2018/5/16,3,5 PM,17,1989,657,323,2969
201805,LRT,SB,2018/5/16,3,7 AM,07,2431,325,345,3101
201805,ABT,NB,2018/5/15,2,7 AM,07,1578,334,328,2240
201805,ABT,SB,2018/5/2,3,7 AM,07,1771,249,347,2367
201805,SMT,EB,2018/5/30,3,8 AM,08,1429,450,308,2187
201805,SMT,WB,2018/5/3,4,8 AM,08,1580,384,299,2263
201805,TKOT,EB,2018/5/17,4,6 PM,18,2762,463,240,3465
201805,TKOT,WB,2018/5/2,3,7 AM,07,2638,442,192,3272
201805,TCT,NB,2018/5/14,1,6 PM,18,2156,352,270,2778
201805,TCT,SB,2018/5/4,5,7 AM,07,2464,299,265,3028
201805,KTT,EB,2018/5/28,1,9 AM,09,,,,1824
201805,KTT,WB,2018/5/12,6,9 AM,09,,,,2415
201805,TLT,NB,2018/5/17,4,5 PM,17,1735,775,922,3432
201805,TLT,SB,2018/5/7,1,8 AM,08,2438,783,974,4195
201805,LTL,EB,2018/5/11,5,6 PM,18,2940,599,460,3999
201805,LTL,WB,2018/5/14,1,7 AM,07,3157,540,478,4175
201805,TSCA,NB,2018/5/2,3,6 PM,18,2661,462,251,3374
201805,TSCA,SB,2018/5/4,5,8 AM,08,3128,527,447,4102
201806,CHT,NB,2018/6/15,5,10 PM,22,2450,316,163,2929
201806,CHT,SB,2018/6/24,7,10 AM,10,2073,531,213,2817
201806,EHC,NB,2018/6/1,5,5 PM,17,2246,588,230,3064
